ID,ROK,KOLOR,NAZWA WINA,POCHODZENIE,SZCZEP,BECZKA,OPIS,ALK.,POJ.,CENA NETTO,IMAGES,KRAJ,
MU.02,19/20,Czerwone,Marques De Murrieta Reserva Finca Ygay,D.O.C. Rioja Reserva - Hiszpania,"Ponad 80% Tempranillo, Graciano, Mazuelo, Garnacha",20 miesięcy,"Wino wytrawne. Reserva w klasycznym hiszpańskim stylu z posiadłości Ygay​ w Rioja Alta, znajdującej się 420-500 m nad poziomem morza. Wino o ciemnej​ barwie, eleganckie, złożone o wielkiej mocy i wyjątkowej trwałości. Dojrzewa​ 20​-24 miesięcy w 225l amerykańskich dębowych beczkach, z czego co najmniej 8 miesięcy​ w nowym dębie oraz dodatkowo minimum 12 miesięcy w butelce. Kuszące bogactwo​ aromatów dojrzałych ciemnych owoców​, takich jak jagody​, czarna porzeczka,​ borówka, śliwka​ oraz czerwonych owoców, takich jak wiśnia, truskawka, malina. Nos jak i usta​ przeplecione odrobiną czekolady​, balsamico​, niuansami czerwonej herbaty, rozmarynu, czarnego pieprzu, drzewa sandałowego, ściółką leśną oraz skórą​. Długi aksamitny finisz. Polecane do czerwonego mięsa, serów oraz dań w bogatych sosach. [NAGRODY]: Rocznik ̛19​: Guía Proensa​ 97 pkt​,​ Guía ABC​ 96 pkt​, James Suckling​ 96 pkt, Tim Atkin​ 95 pkt​, Guía Gourmets​ 94 pkt​, Robert Parker​ 93 pkt​. Rocznik ̛20: Guía Proensa​ 97 pkt,​ Guía ABC​ 96 pkt​, James Suckling​ 94 pkt, Tim Atkin​ 94 pkt. Guía Gourmets​ 94 pkt, Robert Parker​ 94+ pk​t.","14,5",75cl,"109,00",MU.02.png,Hiszpania,Otwórz plik
MU.07,17/20,Czerwone,Marques De Murrieta Reserva Finca Ygay,D.O.C. Rioja Gran Reserva - Hiszpania,"Ponad 80% Tempranillo, Graciano, Mazuelo, Garnacha",20 miesięcy,"Wino wytrawne. Reserva w klasycznym hiszpańskim stylu z posiadłości Ygay​ w Rioja Alta, znajdującej się 420-500 m nad poziomem morza. Wino o ciemnej​ barwie, eleganckie, złożone o wielkiej mocy i wyjątkowej trwałości. Dojrzewa​ 20​-24 miesięcy w 225l amerykańskich dębowych beczkach, z czego co najmniej 8 miesięcy​ w nowym dębie oraz dodatkowo minimum 12 miesięcy w butelce. Kuszące bogactwo​ aromatów dojrzałych ciemnych owoców​, takich jak jagody​, czarna porzeczka,​ borówka, śliwka​ oraz czerwonych owoców, takich jak wiśnia, truskawka, malina. Nos jak i usta​ przeplecione odrobiną czekolady​, balsamico​, niuansami czerwonej herbaty, rozmarynu, czarnego pieprzu, drzewa sandałowego, ściółką leśną oraz skórą​. Długi aksamitny finisz. Polecane do czerwonego mięsa, serów oraz dań w bogatych sosach. [NAGRODY]: Rocznik ̛19​: Guía Proensa​ 97 pkt​,​ Guía ABC​ 96 pkt​, James Suckling​ 96 pkt, Tim Atkin​ 95 pkt​, Guía Gourmets​ 94 pkt​, Robert Parker​ 93 pkt​. Rocznik ̛20: Guía Proensa​ 97 pkt,​ Guía ABC​ 96 pkt​, James Suckling​ 94 pkt, Tim Atkin​ 94 pkt. Guía Gourmets​ 94 pkt, Robert Parker​ 94+ pk​t.","14,5","1,5L","245,00",MU.07.png,Hiszpania,Otwórz plik
MU.13,15/16,Czerwone,Marques De Murrieta Gran Reserva Finca Ygay LIMITED EDITION,D.O.C. Rioja Gran Reserva - Hiszpania,"80% Tempranillo, 9% Mazuelo, 3% Graciano, 8% Garnacha",25-27 miesięcy,"Wino wytrawne. Podczas 10-dniowej fermentacji w tankach ze stali nierdzewnej sok z dolnej części przepompowywany jest nad unoszącą się, powstałą z gron skorupę (remontage), po czym następuje przebijanie skorupy (pigeage). Oba procesy pozwalają uzyskać perfekcyjną barwę oraz bogactwo aromatów. Wino następnie dojrzewa przez 25-27 miesięcy w 225 - litrowych beczkach z amerykańskiego dębu i kolejne 36 miesięcy w butelce. W aromacie bogaty bukiet czerwonych ciemnych owoców, śliwki, czarnej porzeczki, jeżyny, z nutą octu balsamicznego i ściółki. Na podniebieniu lekko pikantne, z wyraźną mineralnością. Złożone, zrównoważone odpowiednią kwasowością i eleganckimi jedwabistymi taninami. Rekomendowane do każdego rodzaju czerwonego mięsa, grillowanej ryby i potraw na bazie bogatych sosów. Przed podaniem zalecane napowietrzanie. [NAGRODY]: Rocznik ̛15: James Suckling ​98 pkt, Robert Parker ​94 pkt, TOP 100 Spain ​- James Suckling​, Tim Atkin 96 pkt, Wine Enthusiast 94 pkt; Rocznik ̛16: James Suckling 96 pkt, Robert Parker ​94​ pkt, P. Ballesteros MW ​- Club Enologique 95 pkt, Falstaff ​94 pkt, Wine Spectator ​93 pkt​, Tim Atkin​ 96 pkt.",14,75cl,"279,00",MU.13.png,Hiszpania,Otwórz plik
MU.04,20,Czerwone,Dalmau Marques de Murrieta Reserva,D.O.C. Rioja Reserva - Hiszpania,"2% Tempranillo, 12% Cabernet Sauvignon, 6% Graciano",17 miesięcy,"Wino wytrawne. Purpurowa barwa. Aromaty tostu, lawendy, przypraw i różnorodnych ciemnych owoców z nutą octu balsamicznego i czekolady. Zrównoważone, miękkie w ustach, przepełnione jedwabistymi taninami i eleganckim długim finiszem. Wino dojrzewało 17 miesięcy we francuskim dębie i 13 miesięcy w betonowych kadziach. Rekomendowane do jagnięciny, wołowiny, dziczyzny a także dań z dodatkiem ciemnej czekolady. [NAGRODY]​: Guía Proensa​ 9​9 pkt​, James Suckling​ 96 pkt​, Guía Gourmets​ 98 pkt​, Robert Parker​ 96 pkt​.","14,5",75cl,"890,00",MU.04.png,Hiszpania,Otwórz plik
BE.05,23,Białe,Martin Berdugo Verdejo,D.O. Rueda - Hiszpania,Verdejo,,"Wino wytrawne. Żółta barwa z zielonymi refleksami. W bukiecie zapachowym dominujące nuty owoców cytrusowych i tropikalnych, w harmonii z nutami kwiatowymi, siana, tymianku, agrestu i świeżo ściętej trawy. Wino dobrze zbalansowane z długim, orzeźwiającym finiszem. Doskonałe jako aperitif, do dań z ryżu, potraw z dodatkiem szafranu, pieczonych ryb, sałat, serów i owoców morza. Podawać schłodzone w temperaturze 6-8 °C.",13,75cl,"46,00",BE.05.png,Hiszpania,Otwórz plik
BE.01,22,Czerwone,Martin Berdugo Joven Single Vineyard Estate,D.O. Ribera Del Duero - Hiszpania,Tempranillo,,"Wino wytrawne. Atrakcyjna, wyraźna wiśniowo-czerwona barwa z niuansami fioletu wyrażającymi młody charakter wina. Nos owocowy i świeży, z czerwonymi owocami, truskawką oraz kwiatowymi nutami. Dobra równowaga między kwasowością a słodkimi taninami. Wino polecane do każdego rodzaju mięsa, ryb czy pieczeni. [NAGRODY] - 88 pkt Best Buy (Wine Enthusiast), 88 pkt Wine Advocate",15,75cl,"39,90",BE.01.png,Hiszpania,Otwórz plik
BE.02,22,Czerwone,Martin Berdugo Barrica Single Vineyard Estate,D.O. Ribera Del Duero - Hiszpania,Tempranillo,4 miesięcy,"Wino wytrawne. Wino dojrzewa 4 miesiące w amerykańskiej i francuskiej dębowej beczce. Pierwsze aromaty to nuty owoców leśnych (jeżyna, morwa, lukrecja), po których następnie pojawia się wanilia. W ustach aksamitne i przyjemne. Taniny krągłe, słodkie, dobrze ułożone z tostowym dębem. Wino rekomendowane do każdego rodzaju mięsa, ryb czy pieczeni. [NAGRODY] - Silver Bacchus – BIWC, Silver Medal - CWWSC",15,75cl,"57,00",BE.02.png,Hiszpania,Otwórz plik
BE.03,21,Czerwone,Martin Berdugo Crianza Single Vineyard Estate,D.O. Ribera Del Duero - Hiszpania,Tempranillo,12 miesięcy,"Wino wytrawne. Wino dojrzewa 12 miesięcy w nowej amerykańskiej i francuskiej dębowej beczce. Intensywne, świeże owocowe aromaty z nutami wanilii, tostu i kakao. W ustach taniny krągłe i słodkie, delikatne, dobrze wyważone, z trwałym zakończeniem. Obiecujące wino, idealne do każdego rodzaju mięsa, serów, dziczyzny i wędlin. [NAGRODY] - 88 pkt Wine Advocate, Gold Medal - CWWSC","14,5",75cl,"75,00",BE.03.png,Hiszpania,Otwórz plik
BE.07,18,Czerwone,Martin Berdugo Reserva Single Vineyard Estate,D.O. Ribera Del Duero - Hiszpania,Tempranillo,24 miesięcy,"Wino wytrawne. Głęboka rubinowa barwa. Bukiet zapachowy z dominującymi nutami egzotycznych przypraw, czarnego pieprzu oraz aromatami pochodzącymi ze starzenia w dębowej beczce, takimi jak: tytoń, dym, kakao i karmel. Wino w ustach aksamitne, ze zrównoważoną owocowością, kwasowością i miękkimi taninami. Dobrze zbudowane, z długim, wyraźnym finiszem. [NAGRODY] - 91 Guide Semana Vitivinícola, 88 Decanter World Wine Awards.",15,75cl,"109,00",BE.07.png,Hiszpania,Otwórz plik
CF.02,N/V,Białe,Cava Flor de Raïm Brut,D.O. Cava - Hiszpania,"60% Macabeo, 40% Parellada",,"Wino musujące wytrawne. Katalońskie wino musujące o słomkowożółtej barwie z zielonym refleksami. Wyprodukowane zgodnie z rygorystycznie zdefiniowanymi standardami produkcji. Bardzo owocowe, z nutami owoców cytrusowych, zielonego jabłka, dojrzałej brzoskwini. W ustach dobrze zbudowane z przyjemnym „bąbelkami”. Znakomicie odświeżające. Polecane jako aperitif, a także do owoców morza, ryby, przekąsek typu tapas, dań z makaronem, ryżem oraz miękkich serów.","11,5",75cl,"38,00",CF.02.png,Hiszpania,Otwórz plik
CF.03,N/V,Białe,Cava Flor de Raïm Semi-Seco,D.O. Cava - Hiszpania,"60% Macabeo, 40% Parellada.",,"Wino musujące półwytrawne. Katalońskie wino musujące o słomkowożółtej barwie z zielonym refleksami. Wyprodukowane zgodnie z rygorystycznie zdefiniowanymi standardami produkcji. Bardzo owocowe, z nutami owoców cytrusowych, zielonego jabłka, dojrzałej brzoskwini. W ustach dobrze zbudowane z przyjemnym „bąbelkami”. Znakomicie odświeżające. Polecane jako aperitif, a także do kremowych deserów, musów czekoladowych, tart i pastries.","11,5",75cl,"38,00",CF.03.png,Hiszpania,Otwórz plik
BA.13,18,Czerwone,Los Colmillos Single Vineyard 1870,D.O. Toro - Hiszpania,Tinta del Toro,,"Wino wytrawne. Los Colmillos (czyli Kły Słonia) to najwyższa półka z linii win Eternum Viti. Pochodzi z winnicy, która została zasadzona ponad 150 lat temu, czyli pamiętającą czasy przed filokserą. Wino dojrzewa 14 miesięcy we francuskiej beczce. Wyjątkowa koncentracja czerwonych owoców. Nos przywołuje wspomnienie lasu i skóry oraz wanilii i tytoniu. W smaku bardzo skoncentrowane, z wyraźną kwasowością. Zalecana dekantacja przed podaniem.","15,5",75cl,"99,00",BA.13.png,Hiszpania,Otwórz plik
BA.32,13,Czerwone,Los Colmillos Single Vineyard 1870 MAGNUM,D.O.C. Rioja - Hiszpania,Tinta del Toro,14 miesięcy,"Wino wytrawne. Los Colmillos (czyli Kły Słonia) to najwyższa półka z linii win Eternum Viti. Pochodzi z winnicy, która została zasadzona ponad 150 lat temu, czyli pamiętającą czasy przed filokserą. Wino dojrzewa 14 miesięcy we francuskiej beczce. Wyjątkowa koncentracja czerwonych owoców. Nos przywołuje wspomnienie lasu i skóry oraz wanilii i tytoniu. W smaku bardzo skoncentrowane, z wyraźną kwasowością. Zalecana dekantacja przed podaniem.","15,5","1,5L","209,00",BA.32.png,Hiszpania,Otwórz plik
BA.02,18,Białe,Hazana Tempranillo,D.O.C. Rioja - Hiszpania,Tempranillo,6 miesięcy,"Wino wytrawne. Hazana w języku hiszpańskim to znane wyczyny hiszpańskich literackich bohaterów, takich jak Rodrigo Diaz de Vivar, którego liczne hazanas w walce z niewiernymi Maurami opisuje poemat o Cydzie („Cantar del mio Cid”). Nos ze zdecydowanym tostem i wanilią. W ustach owocowa słodycz i świetna struktura. Szczep: 100% Tempranillo.",13,75cl,"39,90",BA.02.png,Hiszpania,Otwórz plik
OL.01,20,Czerwone,La Catedral Bodegas Olarra Rioja Crianza,Crianza - Hiszpania,"Graciano, Mazuelo Tempranillo",12 miesięcy,"Wino wytrawne.Czerwone wino ze szczepów Graciano, Mazuelo, Tempranillo uprawianych w regionie Rioja. Nos bogaty w aromaty czerwonych dojrzałych owoców. W ustach harmonijnie zintegrowane taniny w połączeniu ze smakiem ciemnej śliwki, soczystych owoców wiśni, wanilii i czekolady. Długie, eleganckie zakończenie. Wino polecane do leżakowania. Rekomendowane do dziczyzny, pieczeni i dojrzewających serów. [Nagrody]: International Wine Challenge POINTS 93.","13,5",75cl,"29,90",OL.01.png,Hiszpania,Otwórz plik
TP.03,24,Białe,Cantal Verdejo,D.O. Rueda - Hiszpania,Verdejo,,"Wino wytrawne. Wino o słomkowożółtym kolorze. Aromat średnio intensywny, z nutami świeżych, białych owoców (jabłka i gruszki) oraz delikatnymi niuansami aromatycznych ziół. W smaku przyjemne i świeże, z dobrą kwasowością, która wzmacnia aromaty anyżu i końcowe. Idealne na każdą okazję.",13,75cl,"33,90",TP.03.png,Hiszpania,Otwórz plik
TP.02,22,Białe,Tres Pilares Verdejo Seleccion Sur Lie 8 miesięcy,D.O. Rueda - Hiszpania,Verdejo,,"Wino wytrawne. Białe wino wytrawne. Orzeźwiające wino wyprodukowane ze szczepu Verdejo, które dojrzewało przez 8 miesiący na osadzie (sur lie) co nadaje winu elegancką, delikatną, kremową teksturę. Aromaty cytrusowo-ziołowe typowe dla odmiany. Doskonale pasuje do dań z owocami morza, ryb i dań kuchni wegetariańskiej. Przyjemne, lekkie, eleganckie – kwintesencja dobrego białego wina! [NAGRODY]: James Suckling​ 91 pkt.",13,75cl,"54,90",TP.02.png,Hiszpania,❌ brak pliku
AN.03,21/22,Czerwone,Ademan Carabizal Roble,D.O. Torro - Hiszpania,Tempranillo,4 miesiące,"Wino wytrawne. Czserwone wino wytrawne. Umiejętność cieszenia się każdą chwilą życia jest esencją młodości. Wino wyprodukowane dla młodych, przez młodych. Żywy, amarantowy kolor z fioletowymi refleksami. Wino wyprodukowane ze szczepu Tinta del Toro o aromatach czerwonych jagód, z nutą słodyczy, tchnieniem przypraw i palonymi akcentami. Idealna równowaga między świeżością, a dojrzewaniem w dębowej beczce (4 miesiące). Idealna propozycja do czerwonych mięs, jak również makaronów. Wino jest gotowe do picia już teraz, ale spokojnie może poczekać na otwarcie przez najbliższe 4-5 lat.",15,75cl,"46,00",AN.03.png,Hiszpania,Otwórz plik
AN.04,19/21,Czerwone,Ademan Valdearanda Crianza,D.O. Torro - Hiszpania,Tempranillo,12 miesięcy,"Wino wytrawne. Czerwone wino wytrawne. Stała pielęgnacja winorośli, szacunek dla rytmu natury i sztuka selekcji winogron to filary dobrego wina – wszystkie zamknięte zostały w tym cudownym winie. Wiśniowy kolor z fiołkowymi refleksami. Wino pełne, złożone łączące dojrzałe czerwone i czarne owoce z aromatami pochodzącymi z dojrzewania w dębowej beczce (12 miesięcy). Wino wyprodukowane z winorośli, które mają ponad 60 lat co daje niezwykle skoncentrowany smak i długi finisz. Doskonale skomponuje się z grillowanymi potrawami i dojrzewającymi serami. Wino jest gotowe do picia teraz, ale czeka je jednocześnie pozytywna ewolucja w ciągu najbliższych 6 lat. Wysoko oceniane przez konusmentów (Vivino).","14,5",75cl,"66,00",AN.04.png,Hiszpania,Otwórz plik
MR.38,,Różowe,Audentia Cabernet Sauvignon Rosé,D.O. Valencia - Hiszpania,Cabernet Sauvignon,,"Wino wytrawne różowe. Audentia Cabernet Sauvignon Rose Murviedro to wspaniałe wytrawne wino różowe. Odnajdziesz w nim intensywne aromaty czerwonych owoców z delikatną nutą pieprzu. Ciesz się tym delikatnym, eleganckim winem solo w letnie wieczory lub jako towarzysz białych mięs, sałatek, paelli czy owoców morza. Podawaj schłodzone w temperaturze od 6° do 8°C. Wino wegańskie.","11,5",75cl,"29,90",MR.38.png,Hiszpania,Otwórz plik
MR.25,23,Białe,Audentia Sauvignon Blanc,D.O. Valencia - Hiszpania,Sauvignon Blanc,,"Wino wytrawne. Wino wyprodukowane przy użyciu maceracji węglowej. Jasnożółty kolor z zielonymi niuansami. Intensywne aromaty owoców tropikalnych. W smaku delikatne, bardzo orzeźwiające. Znakomity aperitif a także do tapasów, ryby, owoców morza, potraw z ryżem.","11,5",75cl,"31,90",MR.25.png,Hiszpania,Otwórz plik
MR.40,22,Białe,Clay Xarello ORGANIC,D.O. Valencia - Hiszpania,Xarel·lo,,"Wino wytrawne. Uprawa winorośli i produkcja odbywa się przy minimalnej interwencji, w sposób zrównoważony, starając się odzwierciedlić pełen potencjał terroir. Winogrona są fermentowane w temperaturze 16°C przy użyciu naturalnych drożdży zawartych w skórkach winogron. Przed tłoczeniem przeprowadza się długą macerację na zimno. Fermentacja odbywa się w zbiornikach ze stali nierdzewnej, a następnie wino leżakuje na osadzie przez trzy miesiące w glinianych amforach. Wino jest odpowiednie dla wegetarian i wegan. Barwa cytrynowożółta z akcentami zieleni. Aromaty dojrzałych białych owoców pestkowych oraz kwiatów. Lekkie nuty owoców tropikalnych, ziół i anyżu. Smak świeży, słony i mineralny. Wino idealnie pasuje do potraw z surowymi rybami, takim jak tatar z łososia, tuńczyk lub ceviche jak również do dań z ryb, skorupiaków oraz dań z ryżu.","12,5",75cl,"99,00",MR.40.png,Hiszpania,Otwórz plik
MR.39,21,Białe,Clay Bobal Crianza ORGANIC,D.O. Utiel - Requena - Hiszpania,Bobal,,"Wino wytrawne. Uprawa winorośli ma miejsce w regionie śródziemnomorskim, gdzie klimat jest ciepły i wpływ Morza Śródziemnego jest zdecydowanie dominujący. Winorośle użyte do produkcji tego wina znajdują się na wysokości 750 m n.p.m., gdzie były uprawiane już od kilku stuleci. Winnice położone są na glebach wapienno-gliniastych, które w połączeniu ze stałą obecnością intensywnego słońca, dają wina owocowe o wyjątkowo atrakcyjnym smaku oraz strukturze i ułożonych taninach.",14,75cl,"99,00",MR.39.png,Requena,Otwórz plik
MR.29,19,Czerwone,Sericis Cepas Viejas Monastrell,D.O.P. Alicante - Hiszpania,Monastrell,12 miesięcy,"Wino wytrawne. Wino dojrzewało co najmniej 12 miesięcy we francuskim dębie. Mocne, eleganckie aromaty dojrzałych owoców z nutą tostów. Pełne ciała, złożone, z dojrzałymi taninami i tostem w zakończeniu. Pasuje do czerwonego mięsa, dziczyzny, gulaszu, potraw w pikantnych sosach, serów. Nagrody: Harpers Wine Stars 2022 - 5 stars.",14,75cl,"49,90",MR.29.png,Hiszpania,Otwórz plik
MR.26,22,Czerwone,Audentia Petit Verdot,D.O.P. Valencia - Hiszpania,Petit Verdot,,"Wino wytrawne. Intensywna czerwona barwa. Wyraźne aromaty czerwonych owoców z nutami balsamicznymi oraz odrobiną mentolu. W smaku aksamitne, ułożone, o dobrej strukturze i zachwycającej kwasowości. Znakomita pozycja do dziczyzny, potraw z ryżem, serów. Nie podawać w temperaturze wyższej niż 18 °C.",13,75cl,"32,90",MR.26.png,Hiszpania,Otwórz plik
MR.27,17,Czerwone,Audentia Reserva,D.O.P. Valencia - Hiszpania,"40% Tempranillo 40% Monastrell, 20% Cabernet Sauvignon",12 miesięcy,"Wino wytrawne. Wino dojrzewało minimum rok w nowych amerykańskich i francuskich beczkach. Nos dojrzały i delikatny z eleganckimi nutami owocowego kompotu, wanilii, dymu oraz czekolady. W smaku pełne, spokojne, pozostawiające długi finisz. Znakomita pozycja do domowej piwniczki. Wino rekomendowane do wykwintnych potraw, mięsa, pieczeni, serów.","13,5",75cl,"36,90",MR.27.png,Hiszpania,Otwórz plik
SO.01,19,Czerwone,Sotero Totem Viñas Prefiloxericas,V.D.T. Castilia Y Leon - Hiszpania,Tempranillo,12 miesięcy,"Wino wytrawne. Czerwone, wyjątkowe wino, które powstało z winogron pochodzących z winni starszych niż 100 lat. W nosie jest intensywne i bogate, podkreślając dojrzałe czerwone i czarne owoce nutami skóry i lukrecji.","14,5",75cl,"86,00",SO.01.png,Hiszpania,❌ brak pliku
SO.02,18,Czerwone,Sotero Pintado Viñas Prefiloxericas,V.D.T. Castilia Y Leon - Hiszpania,Tempranillo,18 miesięcy,"Wino wytrawne. Czerwone, wyjątkowe wino, które powstało z winogron pochodzących z winnic starszych niż 122 lata – około 150 lat 100% grona Tempranillo, zbierane ręcznie, starzone przez 18 miesięcy w beczce. W nosie jest intensywne i bogate, podkreślając dojrzałe czerwone i czarne owoce takie jak sliwki, wiśnie, jeżyny, figi z nutami skóry, lukrecji i pastrami. Bardzo wysoko oceniane przez konsumentów (ocena 4.5 na Vivino). Wspaniała propozycja na wyjątkowy wieczór lub prezent.",15,75cl,"166,00",SO.02.png,Hiszpania,❌ brak pliku
MR.01,N/V,Białe,Estrella Blanco Moscatel,D.O.P. Valencia - Hiszpania,Muskat Aleksandryjski,,"Wino słodkie. Naturalnie słodkie białe wino z Walencji. Produkowane innowacyjną metodą winifikacji przypominającą wytwarzanie prestiżowego kanadyjskiego wina lodowego. Intensywna żółto-złota barwa z zielonymi niuansami. Mocny aromat z charakterystyczną dla odmiany skórką pomarańczową i lychee. Polecane jako wino deserowe oraz do każdego rodzaju słodkiego dania. Również świetny aperitif i partner do bogatych, wyszukanych dań jak foie gras. Zawsze podawaj dobrze schłodzone.","8,5",75cl,"28,50",MR.01.png,Hiszpania,Otwórz plik
MR.02,N/V,Różowe,Estrella Rosado Moscatel Garnacha,D.O.P. Valencia - Hiszpania,"75% Muskat Aleksandryjski, 25% Garnacha",,"Wino słodkie. Naturalnie słodkie, różowe wino o szczególnej owocowości i niskiej zawartości alkoholu. Jasnowiśniowa barwa z fioletowymi akcentami. Intensywne i mocne aromaty czerwonych owoców, skórki pomarańczowej i lychee. Deserowe wino idealne do słodkich potraw. Również świetny aperitif i partner do bogatych wyszukanych potraw jak foie gras. Zawsze podawaj dobrze schłodzone.","8,5",75cl,"28,50",MR.02.png,Hiszpania,Otwórz plik
MR.04,N/V,Białe,Estrella de Murviedro Moscato Frizzante,D.O.P. Valencia - Hiszpania,Muskat Aleksandryjski,,"Wino musujące słodkie. Estrella musująca, dająca piękny jasnożółty kolor z zielonymi refleksami. Wino o zapachu bardzo owocowym, z nutami białych owoców takich jak gruszka i jabłko. W smaku orzeźwiające, lekko słodkie i świeże.","7,5",75cl,"28,50",MR.04.png,Hiszpania,Otwórz plik
MR.06,N/V,Białe,Arts de Luna 0 % Sparkling Murviedro VEGAN,Vino De La Tierra de Castilla - Hiszpania,Blend,,"Wino musujące wytrawne. Barwa jasnożółta z zielonymi odcieniami. Aromatyczne, z orzeźwiającymi nutami owoców tropikalnych, takich jak marakuja i innych śródziemnomorskich cytrusów. Na podniebieniu bogate, kremowe, ale jednocześnie świeżo owocowe z lekko słodkim akcentem. Idealne jako aperitif, do wszelkiego rodzaju ryb, owoców morza i paelli, a nawet jako baza do koktajli. Podawać dobrze schłodzone, w temperaturze około 4C. Produkt odpowiedni dla sportowców, w okresie ciąży, wegan i wegetarian.",0,75cl,"27,90",MR.06.png,Hiszpania,❌ brak pliku
CD.01,N/V,Białe,Castillo De Olaya Vino Blanco Semi-Seco,Hiszpania,Blend,,"Wino półwytrawne. Dojrzewające w hiszpańskich winnicach grona, m. in. Airen i Macabeo dały to niezwykle przyjemne białe półwytrawne wino. Doskonałe jako aperitif, równie dobrze smakuje serwowane do przekąsek i dań na bazie drobiu. Podawać schłodzone.",10,75cl,"18,90",CD.01.png,Hiszpania,Otwórz plik
CD.02,N/V,Czerwone,Castillo De Olaya Vino Tinto Semi-Seco,Hiszpania,Blend,,"Wino półwytrawne. Delikatne czerwone półwytrawne wino pochodzące z gron uprawianych w najlepszych winnicach gorącej Hiszpanii. Doskonałe jako aperitif, równie dobrze smakuje jako dodatek do delikatnych potraw z czerwonych mięs i serów. Podawać w temperaturze pokojowej.",10,75cl,"18,90",CD.02.png,Hiszpania,Otwórz plik
TR.03,21,Białe,Nominum Blanco Dry,D.O. La Mancha - Hiszpania,Blend,,"Wino wytrawne. Delikatnie wytrawne białe wino z serca regionu La Mancha gorącej Hiszpanii. Pełne słońca, o wspaniałej sile i temperamencie. Doskonałe jako aperitif, jak również polecane do delikatnych potraw z białego mięsa oraz owoców morza.","11,5",75cl,"20,90",TR.03.png,Hiszpania,❌ brak pliku
TR.04,21,Czerwone,Nominum Tinto Dry,D.O. La Mancha - Hiszpania,Blend,,"Wino wytrawne. Delikatnie wytrawne czerwone wino z serca regionu La Mancha gorącej Hiszpanii. Pełne słońca, o wspaniałej sile i temperamencie. Doskonałe jako aperitif, jak również polecane do delikatnych potraw z czerwonego mięsa oraz serów.","12,5",75cl,"20,90",TR.04.png,Hiszpania,❌ brak pliku
CL.01,23,Białe,Conde de Aliente Semi Dulce Blanco,D.O. La Mancha - Hiszpania,Airen,,"Wino półsłodkie. To armomatyczne białe półsłodkie wino powstałe z gron szczepu Airén zachwyca na podniebieniu nutami tropikalnych owoców, takich jak banany i ananasy. Niezwykle łagodne, czyste i wyraźne. Idealnie smakuje samo w sobie ale również pasuje do owoców morza, deserów oraz ciast. Podawać w temperaturze 6-8oC.",11,75cl,"19,90",CL.01.png,Hiszpania,Otwórz plik
CL.02,21,Czerwone,Conde de Aliente Semi Dulce Tinto,D.O. La Mancha - Hiszpania,Tempranillo,,Wino półsłodkie. Dobrze zbudowane i pełne czerwone półsłodkie wino wyprodukowane w idealnie dojrzałych gron szczepu. Charakteryzuje się rubinową barwą oraz owocowym bukietem z wyczuwalną na podniebieniu nutą czarnych jagód. Idealnie smakuje podane w temperaturze 15-17 °C w akompaniamencie deserów i słodyczy.,"12,5",75cl,"19,90",CL.02.png,Hiszpania,Otwórz plik
TA.01,N/V,Pomarańczowe,Tarongino Naranjas Orange Wine Wino z pomarańczy,Valencia - Hiszpania,,,"Wino półwytrawne. Tarongino to połączenie pomarańczy i wina. W Walencji pomarańcza nazywa się „Taronja”, stąd też pochodzi nazwa produktu. Jest to pierwsze wino wyprodukowane w 100% z soku pomarańczowego. Po osiągnięciu optymalnego punktu dojrzałości pomarańcze zbierane są ręcznie. Dzięki takiej kontroli surowca otrzymujemy sok o dużej słodyczy i niskiej kwasowości, z dużą ilością minerałów. Po kontrolowanej naturalnej fermentacji w niskiej temperaturze produkt osiąga 7% gradację i jest przez kilka dni macerowany ze skórką pomarańczową, co dodaje mu cytrusowych aromatów. Jest to napój alkoholowy o najmniejszej kaloryczności spośród znanych na świecie. To napój naturalny, inny, elegancki i niepowtarzalny. Jasnobursztywnowy kolor ze złotymi refleksami. Wyczuwalne aromaty cytryny połączone z lekkimi nutami pigwy, miodu i kwiatu pomarańczy. Zaleca się podawać bardzo zimne, w temperaturze około 5°C, jako aperitif, dodatek do lekkich posiłków lub deserów.",7,75cl,"39,90",TA.01.png,Hiszpania,❌ brak pliku
TA.02,N/V,Pomarańczowe,Tarongino Pomelo Wino z grejpfruta,Valencia - Hiszpania,,,"Wino półwytrawne. Jest to pierwsze wino wyprodukowane w 100% z soku z grejpfruta (pomelo). Po osiągnięciu optymalnego punktu dojrzałości owoce grejpfruta zbierane są ręcznie. Dzięki takiej kontroli surowca otrzymujemy sok o dużej słodyczy i niskiej kwasowości, z dużą ilością minerałów. Po kontrolowanej naturalnej fermentacji w niskiej temperaturze produkt osiąga 7% gradację i jest przez kilka dni macerowany ze skórką owocu, co dodaje nowych aromatów. Jest to napój alkoholowy o najmniejszej kaloryczności spośród znanych na świecie. To napój naturalny, inny, elegancki i niepowtarzalny. Barwa bladoróżowa. Wyczuwalne aromaty cytrusowe (grejpfrutowe) z dodatkiem ziół oraz kopru włoskiego z nutami balsamicznymi. Idealna równowaga pomiędzy świeżością, słodyczą i lekko gorzkimi nutami. Zaleca się podawać bardzo zimne, w temperaturze około 5°C, jako aperitif, dodatek do lekkich posiłków lub deserów.",7,75cl,"39,90",TA.02.png,Hiszpania,❌ brak pliku
